ID,Text,Translation
3133,Kyrgyzstan,
3134,Cambodia,
3135,Kiribati,
3136,Comoros,
3137,Saint Kitts and Nevis,Saint Kitts và Nevis
3138,"Korea, Democratic People's Republic of","Korea, Cộng hòa dân chủ nhân dân"
3139,"Korea, Republic of","Korea, Cộng hòa"
3140,Kuwait,
3141,Cayman Islands,Quần đảo Cayman
3142,Kazakhstan,
3143,Lao People's Democratic Republic,Cộng hòa Dân chủ nhân dân Lào
3144,Lebanon,
3145,Saint Lucia,
3146,Liechtenstein,
3147,Sri Lanka,
3148,Liberia,
3149,Lesotho,
3150,Lithuania,
3151,Luxembourg,
3152,Latvia,
3153,Libya,
3154,Morocco,
3155,Monaco,
3156,"Moldova, Republic of","Moldova, Cộng hòa"
3157,Montenegro,
3158,Saint Martin (French part),Saint Martin (phần Pháp)
3159,Madagascar,
3160,Marshall Islands,đảo Marshall
3161,"Macedonia, the former Yugoslav Republic of","Macedonia, Cộng hòa Nam Tư cũ của"
3162,Mali,
3163,Myanmar,
3164,Mongolia,
3165,"Macao, SAR of China","Macao, SAR của Trung Quốc"
3166,Northern Mariana Islands,Quần đảo Bắc Mariana
3167,Martinique,
3168,Mauritania,
3169,Montserrat,
3170,Malta,
3171,Maldives,
3172,Malawi,
3173,Mexico,
3174,Malaysia,
3175,Mozambique,
3176,Namibia,
3177,New Caledonia,
3178,Niger,
3179,Norfolk Island,
3180,Nigeria,
3181,Nicaragua,
3182,Netherlands,
3183,Norway,
3184,Nepal,
3185,Nauru,
3186,Niue,
3187,New Zealand,
3188,Oman,
3189,Panama,
3190,Peru,
3191,French Polynesia,Polynesia thuộc Pháp
3192,Papua New Guinea,
3193,Philippines,
3194,Pakistan,
3195,Poland,
3196,Saint Pierre and Miquelon,
3197,Pitcairn,
3198,Puerto Rico,
3199,"Palestine, State of","Palestine, Bang"
3200,Portugal,
3201,Palau,
3202,Paraguay,
3203,Qatar,
3204,Reunion,
3205,Romania,
3206,Serbia,
3207,Russian Federation,Liên bang Nga
3208,Rwanda,
3209,Saudi Arabia,Ả Rập Saudi
3210,Solomon Islands,Quần đảo Solomon
3211,Seychelles,
3212,Sudan,
3213,Singapore,
3214,"Saint Helena, Ascension and Tristan da Cunha","Saint Helena, Ascension và Tristan da Cunha"
3215,Slovenia,
3216,Svalbard and Jan Mayen,Svalbard và Jan Mayen
3217,Slovakia,
3218,Sierra Leone,
3219,San Marino,
3220,Senegal,
3221,Somalia,
3222,Suriname,
3223,South Sudan,
3224,Sao Tome and Principe,Sao Tome và Principe
3225,El Salvador,
3226,Sint Maarten (Dutch part),Sint Maarten (phần Hà Lan)
3227,Syrian Arab Republic,Cộng Hòa Arab Syrian
3228,Swaziland,
3229,Turks and Caicos Islands,
3230,Chad,
3231,French Southern Territories,Lãnh thổ phía Nam của Pháp
3232,Togo,
3233,Thailand,
3234,Tajikistan,
3235,Tokelau,
3236,Timor-Leste,
3237,Turkmenistan,
3238,Tunisia,
3239,Tonga,
3240,Turkey,
3241,Trinidad and Tobago,
3242,Tuvalu,
3243,"Taiwan, China","Đài Loan, Trung Quốc"
3244,"Tanzania, United Republic of","Tanzania, Cộng hòa thống nhất"
3245,Ukraine,
3246,Uganda,
3247,United States Minor Outlying Islands,Các đảo nhỏ xa xôi hẻo lánh của Hoa Kỳ
3248,United States of America,
3249,Uruguay,
3250,Uzbekistan,
3251,Holy See,
3252,Saint Vincent and the Grenadines,
3253,"Venezuela, Bolivarian Republic of","Venezuela, Cộng hòa Bolivarian"
3254,"Virgin Islands, British","Quần đảo Virgin thuộc Anh"
3255,"Virgin Islands, U.S.","Quần đảo Virgin, Hoa Kỳ"
3256,Viet Nam,Việt Nam
3257,Vanuatu,
3258,Wallis and Futuna,Wallis và Futuna
3259,Samoa,
3260,Yemen,
3261,Mayotte,
3262,South Africa,Nam Phi
3263,Zambia,
3264,Zimbabwe,
1000758,Select your country,Chọn quốc gia của bạn
7712,Email,E-mail
254784121325,Password,Mật khẩu
4125,Country,Quốc gia
7709,YYYY,
7713,Year of Birth,Năm sinh
7710,MM,
7711,DD,
1000737,I have read and accept the Terms of Use,Tôi đã đọc và chấp nhận Điều khoản Sử dụng
1000738,I have read and understood the Privacy Policy,Tôi đã đọc và hiểu Chính sách Bảo mật
8499,I want to receive news and offers from Surviving Mars and Paradox Interactive,Tôi muốn nhận tin tức và ưu đãi từ Surviving Mars và Paradox Interactive
7719,current account,tài khoản hiện tại
7720,Steam account,Tài khoản Steam
7721,Microsoft account,Tài khoản Microsoft
7722,account for PlayStation™Network,tài khoản cho PlayStation™Network
1000809,"Paradox Interactive will link your <account_type> to allow you to stay logged in to your Paradox Account when playing our games and to grant you benefits based on games that you own. Should you no longer wish to use this feature, go to the Paradox Account screen and unlink or log in to your Paradox Account on https://www.paradoxplaza.com and disconnect.","Paradox Interactive sẽ liên kết <account_type> của bạn để cho phép bạn đăng nhập vào Tài khoản Paradox khi chơi trò chơi của chúng ta và cấp cho bạn lợi ích dựa trên trò chơi mà bạn sở hữu. Nếu bạn không muốn sử dụng tính năng này nữa, hãy chuyển đến màn hình Tài khoản Paradox và hủy liên kết hoặc đăng nhập vào Tài khoản Paradox của bạn trên https://www.paradoxplaza.com và ngắt kết nối."
1000810,"Paradox Interactive will link your <account_type> to allow you to stay logged in to your Paradox Account when playing our games. Should you no longer wish to use this feature, go to the Paradox Account screen and unlink.","Paradox Interactive sẽ liên kết <account_type> của bạn để cho phép bạn đăng nhập vào Tài khoản Paradox của mình khi chơi trò chơi của chúng ta. Nếu bạn không muốn sử dụng tính năng này nữa, hãy chuyển đến màn hình Tài khoản Paradox và hủy liên kết."
1000811,Logged in as: <email>,Đăng nhập bằng: <email>
1000812,Linked to <account_type>,Đã liên kết với <account_type>
1000813,Not linked to <account_type>,Không liên kết với <account_type>
7723,Link Paradox Account,Liên kết tài khoản Paradox
7724,"Do you want to link your Paradox account to your <account_type>?

<platform_specific_text>","Bạn có muốn liên kết tài khoản Paradox với <account_type> của mình không?

<platform_specific_text>"
1000814,Automatic Login,Đăng nhập tự động
1000815,"You just logged in to your Paradox account, because it is linked to your <account_type>.","Bạn vừa đăng nhập vào tài khoản Paradox của mình, vì nó được liên kết với <account_type> của bạn."
1000816,Unlink the Paradox account from the <account_type>,Hủy liên kết tài khoản Paradox khỏi <account_type>
1000817,Link another Paradox account,Liên kết tài khoản Paradox khác
10427,January,Tháng 1
10428,February,Tháng 2
10429,March,Tháng 3
10430,April,Tháng 4
10431,May,Tháng 5
10432,June,Tháng 6
10433,July,Tháng 7
10434,September,Tháng 9
10435,October,Tháng 10
10436,November,Tháng 11
10437,December,Tháng 12
7715,Day,Ngày
7714,Month,Tháng
10438,Year,Năm
8712,Free Camera,Camera tự do
3454,Photo Filter,Bộ lọc ảnh
12323,Motion Blur,Chuyển động mờ
3455,Vignette,Làm mờ nét ảnh
3456,Exposure,Phơi bày
3457,Fog Density,Mật độ sương mù
8656,Depth of Field,Độ sâu trường
8657,Focus Depth,Độ sâu tiêu điểm
8658,Defocus Strength,Độ mạnh lấy nét
3458,Bloom Strength,
1000739,"Welcome to Surviving Mars!

Before you get started, please take a moment to read our Privacy Policy.","Chào mừng đến với Surviving Mars!

Trước khi bạn bắt đầu, vui lòng dành một chút thời gian để đọc Chính sách quyền riêng tư của chúng ta."
1000740,We're updating our Privacy Policy! Please take a moment to read it.,Chúng ta đang cập nhật chính sách bảo mật của mình! Hãy dành một chút thời gian để đọc nó.
1000741,Important Notice,Thông báo quan trọng
1000742,Please take a moment to read this Notice from Paradox Interactive.,Vui lòng dành một chút thời gian để đọc Thông báo này từ Paradox Interactive.
1000743,Read the Notice (opens a web browser),Đọc thông báo (mở trình duyệt web)
1000759,Not Paradox,Không Paradox
1000789,Not logged into Paradox account,Chưa đăng nhập vào tài khoản Paradox
1000790,Choose a Paradox Social Profile name,Chọn tên hồ sơ xã hội Paradox
1000791,You need to choose a Social Profile name,Bạn cần chọn tên Hồ sơ xã hội
1000792,Failed fetching the Paradox social profile (<err>),Không tìm nạp được hồ sơ xã hội Paradox (<err>)
1000793,Failed searching for Paradox mods with the same title (<err>),Không tìm được mod Paradox có cùng tiêu đề (<err>)
1000794,Mod with this name already exists on Paradox,Mod có tên này đã tồn tại trên Paradox
1000795,Failed generating Paradox mod UUID for this mod,Không tạo được UUID của mod Paradox cho mod này
12218,"Packed mod file size must be up to 100MB (current one is <FormatSize(filesize,2)>)","Kích thước tệp mod được đóng gói phải lên đến 100Mb (hiện tại là <FormatSize(filesize,2)>)"
1000797,Failed uploading mod content package (<err>),Không tải lên được gói nội dung mod (<err>)
12219,"Thumbnail file size must be up to 1MB (current one is <FormatSize(filesize,2)>)","Kích thước tệp hình thu nhỏ phải tối đa 1Mb (hiện tại là <FormatSize(filesize,2)>)"
1000798,Failed uploading mod thumbnail (<err>),Không tải lên được hình thu nhỏ của mod (<err>)
1000821,Failed uploading mod screenshot <i> (<err>),Không tải lên được ảnh chụp màn hình bản mod <i> (<err>)
1000799,Failed retrieving mod screenshots (<err>),Không truy xuất được ảnh chụp màn hình của mod (<err>)
1000800,Failed updating mod (<err>),Không cập nhật được mod (<err>)
1000801,Failed publishing mod (<err>),Không xuất bản được mod (<err>)
6774,Error,Lỗi
12179,Failed unpublishing mod <ModLabel> from Paradox for <os_name>: <err>,Không thể hủy xuất bản mod <ModLabel> khỏi Paradox cho <os_name>: <err>
1000803,Mod <ModLabel> was unpublished from Paradox for <os_name>,Mod <ModLabel> đã được hủy xuất bản khỏi Paradox cho <os_name>
12460,Mod <u(name)> could not be installed. Error code: <u(err)>,Không thể cài đặt mod <u(name)>. Mã lỗi: <u(err)>
1000755,<id> - <color 128 128 128><SortKey>,<id> - <color 128 128 128><SortKey>
12221,[Last Entry] <action> by <user> at <timestamp>,[Lần nhập cuối cùng] <action> bởi <user> tại <timestamp>
1000767,<class>,<class>
3595,Color,Màu
1000261,Damaged savegame,Trò chơi lưu bị hỏng
1000221,Damaged savegame,Trò chơi lưu bị hỏng
1000760,Not Steam,Không phải Steam
1000804,Failed looking up Steam Workshop item ownership (<err>),Không tìm kiếm được quyền sở hữu vật phẩm Steam Workshop (<err>)
1000818,Upload failed - this mod is not owned by your Steam user,Tải lên không thành công - bản mod này không thuộc sở hữu của người dùng Steam của bạn
1000805,Failed generating Steam Workshop item ID for this mod,Không tạo được ID mục Steam Workshop cho bản mod này
1000806,Failed generating Steam Workshop item ID for this mod (<err>),Không tạo được ID mục Steam Workshop cho bản mod này (<err>)
12220,"Screenshot <i> file size must be up to 1MB (current one is <FormatSize(filesize,2)>)","Ảnh chụp màn hình <i> kích thước tệp phải tối đa 1MB (hiện tại là <FormatSize(filesize,2)>)"
1000807,Failed to update Steam workshop item (<err>),Không cập nhật được mục Steam workshop (<err>)
1000823,"<condition_text>[<condition>, cost: <cost>]</condition_text> <reply>","<condition_text>[<condition>, trị giá: <cost>]</condition_text> <reply>"
1000825,<condition_text>[Cost: <cost>]</condition_text> <reply>,<condition_text>[Trị giá: <cost>]</condition_text> <reply>
1000828,<cost>,<cost>
1000770,<prefix><value><postfix>,<prefix><value><postfix>
1000778,Trophies are disabled.,Danh hiệu bị vô hiệu hóa.
1000779,Achievements are disabled.,Thành tích bị vô hiệu hóa.
4834,<percentage>%,
10465,<value>B,
10466,<value>kB,
4847,<value>k,
4848,<value>.<rem>k,
10467,<value>.<rem>kB,
4849,<value>.<rem>K,
10468,<value>MB,<value>Mb
4850,<value>M,
10469,<value>.<rem>MB,<value>.<rem>Mb
4851,<value>.<rem>M,
10470,<value>GB,<value>Gb
4852,<value>G,
10471,<value>.<rem>GB,<value>.<rem>Gb
4853,<value>.<rem>G,
4854,#<index>,
1000855,<sign><n>,<sign><n>
1000856,<sign><n><sep><d1>,<sign><n><sep><d1>
1000857,<sign><n><sep><d1><d2>,<sign><n><sep><d1><d2>
1000858,<sign><n><sep><d1><d2><d3>,<sign><n><sep><d1><d2><d3>
1000163,<ButtonB> Skip,<ButtonB> Bỏ qua
1000164,Escape: Skip,Escape: Bỏ qua
1000616,OK,
1000246,Cancel,Hủy
1000617,OK,
1000926,OK,
1000247,Cancel,Hủy
1000927,Up (^),Lên (^)
1000928,Down (v),Xuống (v)
1000417,OK,
1000418,Cancel,Hủy
1000406,English,
1000407,French,
1000408,German,
1000409,Italian,
1000410,Spanish,
1000411,Russian,
1000412,Czech,
1000413,Hungarian,
1000414,Polish,
1000415,Japanese,
1000444,<actor>: <text>,
1000925,You are not signed into a profile. Sign into a profile to unlock achievements.,Bạn chưa đăng nhập vào hồ sơ. Đăng nhập vào hồ sơ để mở khóa thành tích.
1000165,<class> <Id>,
1000445,Backspace,
1000446,Tab,
1000447,Enter,
1000448,Shift,
1000449,Ctrl,
1000450,Alt,
1000451,Caps Lock,
1000452,Space,
1000453,Pageup,
1000454,Pagedown,
1000455,End,
1000456,Home,
1000457,Left,
1000458,Up,
1000459,Right,
1000460,Down,
1000461,PrtScr,
1000462,Insert,
1000463,Delete,
1000464,0,
1000465,1,
1000466,2,
1000467,3,
1000468,4,
1000469,5,
1000470,6,
1000471,7,
1000472,8,
1000473,9,
1000474,A,
1000475,B,
1000476,C,
1000477,D,
1000478,E,
1000479,F,
1000480,G,
1000481,H,
1000482,I,
1000483,J,
1000484,K,
1000485,L,
1000486,M,
1000487,N,
1000488,O,
1000489,P,
1000490,Q,
1000491,R,
1000492,S,
1000493,T,
1000494,U,
1000495,V,
1000496,W,
1000497,X,
1000498,Y,
1000499,Z,
1000500,Numpad 0,
1000501,Numpad 1,
1000502,Numpad 2,
1000503,Numpad 3,
1000504,Numpad 4,
1000505,Numpad 5,
1000506,Numpad 6,
1000507,Numpad 7,
1000508,Numpad 8,
1000509,Numpad 9,
1000510,Numpad *,
1000511,Numpad +,
1000512,Numpad Enter,
1000513,Numpad -,
1000514,Numpad .,
1000515,Numpad /,
1000516,F1,
1000517,F2,
1000518,F3,
1000519,F4,
1000520,F5,
1000521,F6,
1000522,F7,
1000523,F8,
1000524,F9,
1000525,F10,
1000526,F11,
1000527,F12,
1000528,Num Lock,
1000529,Scroll Lock,
1000530,Pause,
1000531,L Shift,
1000532,R Shift,
1000533,L Ctrl,
1000534,R Ctrl,
1000535,L Alt,
1000536,R Alt,
1000537,;,
1000538,=,
1000540,-,
1000541,+,
1000542,.,
1000543,/,
1000544,~,
1000545,[,
1000546,\,
1000547,],
1000548,',
1000160,Lwin,
1000161,Rwin,
1000162,Menu,
1000549,if <condition> then,nếu <condition> thì
1000550,else,hoặc là
1000551,else if <condition> then,hoặc nếu <condition> thì
1000552,while <condition> do,trong khi  <condition> làm
1000553,repeat until <condition>,lặp lại cho đến khi <condition>
1000554,break,
1000555,break if <condition>,
1000556,<var> = <condition>,
1000557,<var> = <var> or <condition>,
1000558,<var> = <var> and <condition>,
1000559,<form> <color 0 128 0><comment>,
1000632,<unit> has no visit time,<unit> không có thời gian truy cập
1000633,<unit> has visit time,<unit> có thời gian truy cập
1000560,call <__call>(<params>) <color 0 128 0><comment>,
1000561,Wait <time> ms <color 0 128 0><comment>,Chờ <time> ms <color 0 128 0><comment>
1000562,Play <spot> prg <color 0 128 0><comment>,
1000634,Play <anim>,
1000635,Play <anim> <loops> loops,
1000636,Set <anim>,
1000637,Play <anim> <time> ms,Chơi <anim> <time> ms
1000638,<desc> (<flags>),
1000639,Set <unit> move anim <move_anim>,Đặt <unit> hoạt ảnh di chuyển <move_anim>
1000640,Set <unit> wait anim <wait_anim>,Đặt <unit> hoạt ảnh chờ <wait_anim>
